locid,siteno,airport_name,width,facility_id,start_x,start_y,end_x,end_y
SC41,22419.4*A,PALMETTO AIR PLANTATION,25,11428011,-80.24761400000,33.67018000000,-80.24016400000,33.66204200000
SC42,22173.5*A,HONDAROSA,25,11428111,-80.10783600000,32.69089400000,-80.10494200000,32.68299400000
SC43,22572.*A,MOORE'S FIELD,25,11428211,-82.40132800000,34.59352400000,-82.39669600000,34.59392800000
SC44,22142.*A,EL PORVENIR AIRPARK,25,11428311,-80.55204100000,34.12753700000,-80.54256500000,34.12999100000
SC45,22296.1*A,GILBERT INTL,25,11428411,-81.38668100000,33.88354900000,-81.37685500000,33.88452100000
SC55,22266.1*A,BROXTON BRIDGE PLANTATION,25,11428511,-81.04867800000,33.00213700000,-81.04819600000,33.00929500000
SC56,22438.*A,THOMASON AIRFIELD,25,11428611,-81.99408900000,34.36610600000,-81.99223300000,34.36081200000
SC65,22436.*A,RAVEN'S RUN,25,11428711,-79.80912900000,32.82641100000,-79.80436900000,32.82116100000
SC75,22483.11*A,OOLENOY VALLEY,25,11429011,-82.73785600000,34.99834800000,-82.73185400000,34.99800200000
SC78,22201.*A,KING FIELD,25,11429111,-82.49716000000,35.09364600000,-82.49364000000,35.08769800000
SC79,22366.01*G,BERMUDA HIGH,25,11429211,-80.45233800000,34.60617100000,-80.44724600000,34.61636100000
SC81,22094.*A,ABBEVILLE,25,11429311,-82.35731500000,34.15065100000,-82.35015900000,34.15236100000
SC89,22239.11*A,PRICE,25,11429511,-79.39579600000,34.47206900000,-79.39142600000,34.47793100000
SC92,22094.1*A,RAMBOS FIELD,25,11429611,-82.27816300000,34.10296400000,-82.28542100000,34.10338800000
SC94,22342.*A,WEAVER FIELD,25,11429711,-79.50871400000,33.88633400000,-79.50406400000,33.89255400000
SC95,22477.7*A,PERRY INTL,25,11429811,-81.33706300000,33.62621300000,-81.32238100000,33.63241900000
SC96,22524.*U,TOKEENA AIR PARK,25,11429911,-82.93693600000,34.56038000000,-82.93362000000,34.56017600000
SD00,22668.*A,MJ AVIATION II,25,11430011,-96.69856000000,42.68281900000,-96.69929000000,42.67456500000
SD05,22603.01*A,THORSON AIRFIELD,25,11430111,-98.47822100000,45.36772900000,-98.47918900000,45.37555700000
SD19,22606.*A,ANDERSEN FARMS,25,11430411,-97.22294100000,44.46101600000,-97.22205900000,44.46954000000
SD47,22665.*A,HUNT FIELD,25,11431011,-101.21557800000,45.00493800000,-101.21083600000,45.00057800000
SD53,22616.2*A,HOWARD FIELD,25,11431311,-96.81058400000,42.90901000000,-96.81108200000,42.90376800000
SD55,22702.1*A,WINTER AIRFIELD,25,11431511,-98.27756500000,44.31796800000,-98.26910100000,44.31369800000
SD61,22812.*A,PLIHAL FARMS,25,11431711,-97.87176200000,43.01695400000,-97.86226400000,43.01637200000
SD68,22697.01*A,FLYING T,25,11432011,-103.42722000000,43.38093300000,-103.43484000000,43.38846900000
SD74,22765.4*A,VANDER WAL PRIVATE,25,11432311,-100.37827800000,45.99883700000,-100.37419200000,45.99226300000
SD83,22656.2*A,LEE,25,11432611,-97.60812200000,44.22022200000,-97.60687800000,44.21089000000
SD94,22780.5*A,LUNDIN,25,11432811,-96.48202200000,44.99323900000,-96.47197400000,44.99280100000
SD97,22813.61*A,OLLER,25,11432911,-100.36600000000,43.88076600000,-100.35815600000,43.87476600000
SMU,50698.*A,SHEEP MOUNTAIN,25,11433011,-147.50074000000,61.81305900000,-147.51310400000,61.81091900000
SN04,06580.03*A,ROBERTS MEMORIAL,25,11433111,-96.37215000000,38.42058000000,-96.37173800000,38.42553200000
SN07,06486.3*A,BEAUMONT HOTEL,25,11433211,-96.52694700000,37.66249100000,-96.52752700000,37.65588900000
SN21,06484.12*A,FLORY /PRIVATE/,25,11433411,-95.28751200000,38.82636300000,-95.28799000000,38.81920300000
SN34,06535.*A,RUCKER,25,11433811,-97.49242100000,37.57858400000,-97.49156100000,37.57144800000
SN36,06551.2*A,WAMSLEY FIELD,25,11434011,-97.63820700000,37.42970300000,-97.63744900000,37.42311300000
SN40,06554.12*A,OLSON AERODROME,25,11434111,-97.19861900000,37.52101800000,-97.19813300000,37.52624200000
SN41,06628.*A,ZIGGY CARLINE,25,11434211,-94.82652600000,37.50650800000,-94.82680800000,37.50182600000
SN42,06823.33*A,HARROD,25,11434311,-95.21278200000,38.56159200000,-95.20355000000,38.56121200000
SN48,06509.4*A,MOORE FIELD,25,11434511,-98.85014400000,37.79164900000,-98.84949200000,37.78505100000
SN55,06613.61*A,R J C FARMS INC,25,11434611,-101.00343300000,38.21832900000,-101.00299900000,38.21227300000
SN57,06823.32*A,WITHAM,25,11434811,-95.30005900000,38.70151000000,-95.30044500000,38.69572800000
SN65,06630.512*A,LAKE WALTANNA,25,11434911,-97.61732500000,37.59456500000,-97.61666100000,37.58879900000
SN92,06748.2*A,SUNSHINE RANCH,25,11435211,-96.70002700000,39.33621800000,-96.70054500000,39.33044200000
SN93,06766.701*A,DICKSON /PVT/,25,11435311,-95.98891100000,38.64900700000,-95.98940300000,38.64267700000
SN94,06776.4*A,AMY,25,11435411,-100.00264200000,37.46688400000,-99.99818400000,37.46649400000
T94,24694.8*A,TWIN-OAKS,25,11436011,-98.47124900000,29.57195700000,-98.46552900000,29.56841700000
TA11,24353.51*G,TSA,25,11436211,-97.01365300000,32.38938700000,-97.01468700000,32.37756300000
TA13,24908.01*A,NEBTEX LAND CO.,25,11436311,-102.87107500000,36.25286700000,-102.86988500000,36.25997100000
TA23,24301.5*A,MORRIS LAZY K RANCH,25,11436411,-96.21918700000,31.26623700000,-96.21352100000,31.25634500000
TA24,24395.6*A,SMOKY BEND,25,11436511,-98.71307000000,31.48049700000,-98.70980000000,31.46983100000
TA53,23444.04*A,ROCKY TOP RANCH,25,11436611,-98.40871900000,30.13437400000,-98.40956900000,30.12591400000
TA55,23746.7*A,DEL VALLE,25,11436811,-97.59423600000,30.16495900000,-97.59132000000,30.17046700000
TA57,24976.15*A,TEXAS VALLEY AIR FIELD,25,11436911,-96.99109900000,31.62129300000,-96.99389300000,31.62626100000
TA58,23667.05*A,RANCHO ECANTADO,25,11437011,-99.44674300000,28.32160400000,-99.45325700000,28.32117400000
TA67,24773.01*A,BIGGIN HILL,25,11437111,-102.07105000000,33.75092300000,-102.06318600000,33.74591500000
TA77,23908.5*A,COTTONPATCH AERODROME,25,11437311,-96.89867400000,33.15176100000,-96.89911000000,33.14681100000
TA84,23559.12*A,MILLER RANCH,25,11437411,-99.93508400000,28.35876300000,-99.93125000000,28.35122100000
TA86,23548.51*A,DENNIS'S FLYING FARM,25,11437511,-95.93821000000,32.60614600000,-95.93172400000,32.60578600000
TE10,24037.01*A,PIERCE,25,11437711,-98.22553800000,33.81752300000,-98.23066400000,33.81323300000
TE26,23543.5*A,ARROW 'S' RANCH,25,11438011,-98.32621500000,28.78794000000,-98.31214100000,28.77924200000
TE29,23833.*A,LA ESPERANZA RANCH,25,11438111,-99.57962200000,28.07799600000,-99.56879600000,28.06812000000
TE32,24192.3*A,RANCHO BLANCO,25,11438211,-99.48183100000,27.31344600000,-99.48103100000,27.30382200000
TE57,24062.01*A,HAASS FIELD,25,11438411,-99.12300700000,29.44714000000,-99.12258700000,29.44246600000
TN01,23179.4*A,RAY,25,11438611,-89.82456300000,35.34725300000,-89.81449300000,35.34736100000
TN08,23140.01*A,OLIVER SPRINGS INC,25,11438811,-84.30958900000,36.04074000000,-84.30415100000,36.03441600000
TN09,23150.*A,FERGUSONS FLYING CIRCUS,25,11438911,-84.40885900000,35.71606900000,-84.41321700000,35.71185900000
TN12,23059.11*A,HUDGIN AIR,25,11439011,-86.68416200000,35.47618300000,-86.67583800000,35.47103900000
TN20,23183.91*A,"SEYMOUR AIR PARK, INC.",25,11439111,-83.77813100000,35.81040000000,-83.77110700000,35.81310600000
TN21,23006.01*A,PALMER VILLAGE-NAPIER LAKE,25,11439211,-87.50742400000,35.44733700000,-87.50479800000,35.44781500000
TN23,22905.02*A,TITAN FIELD,25,11439311,-87.32492600000,36.49628000000,-87.31896200000,36.49260800000
TN37,23229.*A,ANDERSON,25,11439711,-89.02486500000,35.40666100000,-89.01970500000,35.40183100000
TN39,23233.02*A,AMACHER STRIP,25,11439811,-86.23686100000,35.30838800000,-86.23645100000,35.30288400000
TN80,22923.1*A,SCHIFF,25,11440411,-85.42298500000,36.23311800000,-85.42973900000,36.23367000000
TN87,23087.01*A,MONTVALE AIRPARK,25,11440511,-84.00071600000,35.68920900000,-83.99687000000,35.69595700000
TN89,23243.*A,MATTHEWS,25,11440611,-85.45539500000,35.25629800000,-85.45008900000,35.26051200000
TS20,24770.1*A,C LAZY T RANCH,25,11440811,-99.19568400000,33.53476100000,-99.19168400000,33.52987500000
TS63,24272.11*A,SQUARE AIR,25,11440911,-96.56394500000,33.24849200000,-96.56436700000,33.24340400000
TX12,23747.32*A,KIDD-PRIVATE,25,11441211,-96.60837500000,33.81118700000,-96.60883500000,33.80568500000
TX38,23724.3*A,DUKE RANCH,25,11441311,-100.34343100000,36.38242300000,-100.34295500000,36.37653500000
TX61,23820.11*A,BAKER'S PLACE,25,11441411,-97.46062800000,30.33338100000,-97.45714600000,30.32703500000
TX66,23310.01*A,REBEL FIELD,25,11441511,-95.07889000000,29.40144600000,-95.07818800000,29.39624400000
TX67,24146.*A,EMBRY RANCH,25,11441611,-97.30319300000,32.36268200000,-97.30180700000,32.35843000000
TX96,24726.12*A,MAXWELL FIELD,25,11441711,-97.25726000000,33.40188800000,-97.25666200000,33.39667400000
U06,27766.*A,COKEVILLE MUNI,25,11441911,-110.96411000000,42.04130700000,-110.96793200000,42.05023500000
U07,25148.*A,BULLFROG BASIN,25,11442011,-110.71538900000,37.54132700000,-110.71100900000,37.55032100000
U13,25170.*A,JUNCTION,25,11442111,-112.22520700000,38.25618500000,-112.22575500000,38.24377100000
U51,04142.*A,BANCROFT MUNI,25,11442511,-111.87351900000,42.72018100000,-111.86139300000,42.72132300000
U60,04142.5*A,BIG CREEK,25,11442711,-115.32463600000,45.12878900000,-115.31892200000,45.13769700000
U72,04167.1*A,UPPER LOON CREEK USFS,25,11442811,-114.81924200000,44.59359200000,-114.82704400000,44.58956400000
U84,04182.*A,DONALD D. COSKI MEMORIAL,25,11443111,-116.09383400000,44.72572300000,-116.09142200000,44.73239700000
U97,04208.55*A,HOWE,25,11443511,-113.05098400000,43.84326800000,-113.04235400000,43.83487200000
UT00,25099.01*A,SWAINS CREEK,25,11443811,-112.62577600000,37.46504500000,-112.61853800000,37.47936100000
UT07,25324.12*A,AIR VILLAGE STRIP,25,11444211,-109.59631800000,40.42949900000,-109.58840400000,40.42042100000
UT09,25154.1*A,TAVAPATS RANCH,25,11444311,-110.14723800000,39.48544600000,-110.15417800000,39.48115400000
UT13,25298.*A,NUMBER 18,25,11444511,-112.01346800000,40.56537100000,-112.01431000000,40.56240700000
UT15,25244.*A,FLYING CAL UTE RANCHEROS,25,11444611,-112.77779600000,37.93009800000,-112.75986800000,37.92707200000
UT28,25188.5*A,SUN VALLEY ESTATES,25,11445011,-113.46302500000,37.98047900000,-113.46357100000,37.96945900000
UT42,25118.*A,WESTWATER,25,11445811,-109.14419200000,39.14991500000,-109.14580800000,39.14341900000
UT43,25174.*A,CITABRIAIR,25,11445911,-113.24380200000,37.63181800000,-113.24943600000,37.64035800000
UT49,25121.1*A,DESERT AVIATION,25,11446011,-112.65435300000,39.45598100000,-112.65554900000,39.46281100000
UT53,25205.2*A,SKY RANCH,25,11446211,-109.45551200000,38.49241100000,-109.44194200000,38.48311300000
UT65,25168.6*A,GOSHUTE,25,11446711,-113.97952900000,39.99355100000,-113.97464100000,40.00243500000
UT68,25205.07*A,TANGRI-LA,25,11446811,-109.66518100000,38.47213100000,-109.65481900000,38.47342500000
UT69,25269.5*A,PELICAN LAKE,25,11446911,-109.67934900000,40.18146800000,-109.66537500000,40.18123400000
UT74,25145.5*A,FRY CANYON FIELD,25,11447211,-110.16283600000,37.64546000000,-110.17105200000,37.65120600000
UT83,25145.*A,THUNDER RIDGE AIRPARK,25,11447311,-110.86305300000,40.26215000000,-110.85416900000,40.25348800000
UT99,25117.4*A,WEST DESERT AIRPARK,25,11447611,-112.09285000000,40.24618200000,-112.09321600000,40.23901800000
VA04,25762.*A,BARROWS,25,11447811,-79.93209000000,37.49115700000,-79.92521800000,37.49299500000
VA10,25644.01*A,CATAWBA VALLEY,25,11447911,-80.30364700000,37.27814600000,-80.29922500000,37.28211600000
VA11,25677.11*A,WHITE OAK STAND,25,11448011,-81.70366800000,36.80917000000,-81.69879200000,36.80661600000
VA12,25876.*A,GRAVELY,25,11448111,-79.79953900000,36.64686700000,-79.79442300000,36.64674100000
VA23,25698.5*A,SANFORD FIELD,25,11448311,-76.61480200000,38.12159700000,-76.61233600000,38.11643900000
VA32,25739.*A,LONGS,25,11448411,-78.57258200000,38.80713300000,-78.57133200000,38.80142700000
VA56,25835.3*A,WELLS,25,11448711,-76.83083000000,37.00298100000,-76.82408800000,37.00398500000
VA58,25878.8*A,RIVER BEND,25,11448811,-78.44800200000,38.90847200000,-78.44088600000,38.90375000000
VA61,25857.4*A,SCOTT AIRPARK,25,11448911,-77.65716700000,39.25985500000,-77.65725900000,39.26812700000
VA63,25799.1*A,TWIN RIVER,25,11449011,-79.42436100000,37.67698900000,-79.41626700000,37.68216700000
VA71,25867.21*A,ADEN FIELD,25,11449211,-77.53393600000,38.64585300000,-77.53159600000,38.65105100000
VA81,25884.19*A,CUB FLD,25,11449411,-77.89986200000,37.94732000000,-77.89901800000,37.94351800000
VA92,25922.1*A,PEACE AND PLENTY FARM,25,11449611,-75.78804700000,37.72328900000,-75.78417500000,37.72448900000
VG18,25631.*A,SKY BRYCE,25,11449811,-78.77285400000,38.81359800000,-78.76774200000,38.81829400000
VG28,25648.5*A,MANN,25,11450011,-77.19203700000,36.55216400000,-77.19067500000,36.54591800000
VG29,26049.41*A,BRANHAM MILL AIRPARK,25,11450111,-76.71312800000,37.96752300000,-76.70631600000,37.97414300000
VG33,25661.212*A,BULL FARM,25,11450211,-75.95768000000,37.15050100000,-75.95606800000,37.15867100000
VG52,25857.84*A,WOODRIDGE FIELD,25,11450611,-78.82478700000,37.83919900000,-78.81854700000,37.83913500000
VG56,25647.28*A,MIDWAY,25,11450711,-75.60507400000,37.81039800000,-75.60048200000,37.80626800000
VG57,25867.*A,MAPLES FIELD,25,11450811,-77.58258100000,38.60860900000,-77.58684100000,38.60274300000
VG64,26064.2*A,LEE FIELD,25,11450911,-76.85578400000,37.56242000000,-76.84927200000,37.56058000000
VT01,25439.*A,TEAL FARM,25,11451211,-72.93833200000,44.28521900000,-72.93635200000,44.27989300000
VT03,25465.*A,MAULE'S ROOST,25,11451311,-72.98153100000,44.09027100000,-72.98036700000,44.08707100000
VT06,25509.5*A,SANTA'S,25,11451511,-72.47565300000,43.00757400000,-72.47173500000,43.00131400000
VT14,25581.7*A,AXINN,25,11451811,-73.18931900000,44.04698000000,-73.18980700000,44.04313600000
VT17,25474.*A,SMITH,25,11452011,-72.67398600000,43.37115900000,-72.67453800000,43.36676500000
VT26,25544.*A,ALLENHOLM,25,11452111,-73.30777800000,44.63715700000,-73.30581800000,44.63182300000
VT30,25576.01*A,KETCHAM LNDG AREA,25,11452311,-72.83452300000,44.16395700000,-72.83348500000,44.16116100000
VT31,25577.5*A,CARRIERS SKYPARK,25,11452411,-72.44374100000,44.10911400000,-72.44423900000,44.11323400000
VT34,25581.21*A,MAJOR W. GUTH,25,11452611,-72.49221900000,43.06172800000,-72.49184700000,43.05843000000
VT39,25586.*A,TAYLOR,25,11452911,-72.48372700000,44.60891900000,-72.47704900000,44.60618300000
VT42,25496.122*A,TWO TAILS,25,11453111,-72.61021400000,44.51315000000,-72.60390200000,44.51195600000
VT43,25560.*A,ONYON,25,11453211,-72.65647900000,43.01998300000,-72.64926100000,43.01850900000
VT44,25496.121*A,PERRAS FIELD,25,11453311,-72.58372000000,44.52897100000,-72.57928600000,44.52446700000
VT47,25572.2*A,MILLER'S PLEASURE AIRFIELD,25,11453411,-72.52861900000,42.78101400000,-72.52693700000,42.77620800000
VT56,25581.195*A,WEST BURKE AERODROME,25,11453611,-71.98074500000,44.61173700000,-71.98111300000,44.61448100000
VT62,25392.*A,CATAMOUNT AIRFIELD,25,11453811,-72.35175400000,44.38862700000,-72.34952400000,44.39210700000
VT63,25500.*A,DOUGLAS FIELD,25,11453911,-72.38091200000,44.99625900000,-72.37708200000,44.99438500000
W58,26104.11*A,CEDARS NORTH AIRPARK,25,11455111,-122.51890500000,45.76486200000,-122.51126100000,45.76425000000
W88,16756.*A,AIR HARBOR,25,11455311,-79.80718500000,36.17312400000,-79.79892700000,36.17409800000
WA01,26310.76*A,WIRKKALA,25,11455411,-123.81285400000,46.36017000000,-123.81633400000,46.35226000000
WA07,26310.1*A,BARKER,25,11455611,-122.33857500000,48.37214100000,-122.33896100000,48.37751100000
WA26,26230.6*A,HARRAH,25,11455911,-120.63956100000,46.40920400000,-120.62945900000,46.40716000000
WA37,26257.*A,CHINOOK FARMS,25,11456111,-120.43704200000,46.91137900000,-120.43684600000,46.90917700000
WA52,26184.03*A,DEER FLAT,25,11456311,-117.60030400000,47.95585600000,-117.60691800000,47.95803200000
WA61,26254.8*A,THOMPSON AIRPORT,25,11456411,-122.52597000000,47.79941000000,-122.53347400000,47.79725600000
WA68,26363.02*A,SKY VALLEY AIRSTRIP,25,11456511,-122.84089700000,48.08024900000,-122.84042500000,48.07363900000
WA74,26376.81*A,QUINCY FLYING SERVICE,25,11456611,-119.91211100000,47.22999100000,-119.90677700000,47.22334300000
WA90,26110.1*A,FLOATHAVEN AIRSTRIP,25,11456711,-122.35053600000,48.73474600000,-122.35201400000,48.73158600000
WA97,26124.7*A,BUENA,25,11456911,-120.34552400000,46.44476900000,-120.33625800000,46.44159900000
WI02,27043.5*A,TURTLE,25,11457011,-88.91149000000,42.50706800000,-88.91817000000,42.50685200000
WI05,27178.9*A,STOCKTRADE,25,11457111,-91.68544200000,44.80707300000,-91.68344600000,44.80959300000
WI23,27131.65*A,CORNUCOPIA FIELD,25,11457311,-91.08653400000,46.86476300000,-91.08050600000,46.86843500000
WI25,27163.01*A,DURAND MUNI,25,11457411,-92.01408100000,44.54270200000,-92.01403500000,44.53501000000
WI37,27460.*A,RAINBOW,25,11457811,-91.10231500000,45.80664500000,-91.09023300000,45.80994300000
WI43,27133.1*A,ATKINS RIDGE,25,11458011,-89.82541500000,42.95219400000,-89.82514100000,42.94558000000
WI50,27003.*A,ALBANY,25,11458111,-89.42061300000,42.71814200000,-89.42684500000,42.71798200000
WI51,27018.1*A,DEL MONTE,25,11458211,-89.32077300000,43.31807200000,-89.32112700000,43.32468400000
WI73,27186.*A,HAPPY JACKS AIR STRIP,25,11458411,-88.83513700000,44.00109300000,-88.83175500000,43.99886900000
WI97,27354.9*A,MATHAIRE FIELD,25,11458711,-89.06506200000,43.26162700000,-89.06460200000,43.25391300000
WN03,27570.2*A,VAN DER VAART,25,11458911,-87.73036300000,43.67838200000,-87.72091900000,43.67883200000
WN08,26246.5*A,KENDALL AIRSTRIP,25,11459111,-122.11556900000,48.91444700000,-122.11028700000,48.91523900000
WN09,27488.02*A,BUCKY'S AIRPARK,25,11459211,-89.50793200000,44.16217100000,-89.50818000000,44.16671700000
WN10,26172.61*A,MOUNT ST HELEN'S AERO RANCH,25,11459311,-122.38465600000,45.99322500000,-122.37442800000,45.99366300000
WN13,26361.01*A,VAUGHAN RANCH AIRFIELD,25,11459411,-122.57127600000,47.46167100000,-122.56676600000,47.46574500000
WN17,26461.01*A,HOVERHAWK RANCH,25,11459611,-120.31916800000,47.34006000000,-120.31374800000,47.33963800000
WN30,26114.02*A,CLINESMITH RANCH,25,11459811,-118.09092600000,46.92292800000,-118.09342800000,46.91682400000
WN45,26480.22*A,TAKE FIVE,25,11459911,-120.44811500000,46.78002800000,-120.44034700000,46.78133800000
WN59,26331.*A,NELSONS NITCH,25,11460111,-122.71934600000,46.53995000000,-122.71644000000,46.53526400000
WN72,26456.*A,KINCH FARMS,25,11460211,-118.32768800000,46.86323500000,-118.32281200000,46.86650500000
WN76,26202.*A,BERGSETH FIELD,25,11460311,-121.92833600000,47.24487700000,-121.92077200000,47.24227100000
WN86,27465.1*A,ST CROIX VALLEY,25,11460511,-92.62156000000,45.26909300000,-92.62162400000,45.25861500000
WN95,26446.01*A,BROWN BOY,25,11460911,-119.89605100000,46.88578100000,-119.88682100000,46.88392900000
WN98,27046.03*A,FLORIDA NORTH,25,11461111,-91.51662400000,45.65949800000,-91.52837600000,45.65939000000
WN99,27163.2*A,HAYES ROAD,25,11461211,-91.81139700000,44.65860100000,-91.81138100000,44.65584300000
WS05,27285.5*A,LONELY PINES,25,11461311,-90.62792500000,45.47875300000,-90.62236300000,45.47562900000
WS19,27041.*A,PETIT CACHE,25,11461511,-90.82086400000,46.89629900000,-90.82062000000,46.89078700000
WS20,27207.7*A,YOUNG TACTICAL LANDING SITE,25,11461611,-90.67001600000,43.95483800000,-90.65525000000,43.95120400000
WS30,27597.8*U,HEXUM FLIGHT PARK,25,11461911,-92.54824800000,45.19010000000,-92.54826000000,45.18816400000
WS67,27256.*A,VIETMEIER,25,11462211,-91.20996800000,46.80250400000,-91.20706800000,46.79736400000
WS76,27422.09*A,BLACK DOG FARM,25,11462411,-88.82885800000,44.47051300000,-88.82023600000,44.47083700000
WS81,27677.01*A,ALPHA HOTEL,25,11462511,-92.10853200000,45.95006800000,-92.10850600000,45.94593200000
WV00,26497.6*A,DEER CREEK FARM,25,11462711,-79.80355000000,38.46694300000,-79.79756200000,38.47472300000
WV12,26896.1*A,MALLORY,25,11463211,-81.73390500000,38.33729100000,-81.72967900000,38.33290100000
WV15,26710.1*A,GERSTELL FARMS,25,11463411,-78.93043500000,39.48288900000,-78.92239300000,39.48396300000
WV17,26744.1*A,MICHAELS FARMS,25,11463611,-78.15582100000,39.39067600000,-78.15585100000,39.39619000000
WV18,26710.*A,MILLER FIELD,25,11463711,-79.01555500000,39.41023800000,-79.01172300000,39.40662000000
WV21,26676.*A,NEEDWOOD FARM,25,11463811,-77.79413800000,39.33327600000,-77.79530600000,39.32783600000
WV22,26680.01*A,GREEN LANDINGS,25,11463911,-77.96995700000,39.57809600000,-77.97307700000,39.57134800000
WV29,26928.*A,VALLEY POINT,25,11464411,-79.65446700000,39.57853300000,-79.64507700000,39.58107900000
WV30,26859.*A,RAINELLE,25,11464511,-80.71824600000,37.95305600000,-80.71470600000,37.94440200000
WV32,26711.3*A,NEW RIVER GORGE,25,11464711,-81.06783900000,38.08555900000,-81.06236300000,38.09243900000
WV53,26804.*A,LAREW,25,11465611,-79.89501600000,39.37110100000,-79.89068000000,39.37297300000
WV57,26916.*A,MCKEE SKY RANCH,25,11465911,-79.54259100000,39.46066700000,-79.54250700000,39.46562900000
WV61,26530.1*U,BUZZARDS GAP,25,11466111,-78.23616000000,39.46824300000,-78.23496200000,39.47083900000
WV62,26603.1*A,WINDWOOD FLY-IN RESORT,25,11466211,-79.42734300000,39.05772600000,-79.43553500000,39.05249200000
WV66,26656.*A,GLENDALE FOKKER FIELD,25,11466411,-80.75940800000,39.95226800000,-80.75965200000,39.94510200000
WV76,26899.*A,SLATE RUN,25,11466711,-81.31181200000,38.77970000000,-81.30898200000,38.77547800000
WV77,26825.*A,HINTON-ALDERSON,25,11466811,-80.71502600000,37.67969500000,-80.70569000000,37.67943500000
WY01,27741.41*A,DILTS RANCH,25,11467011,-105.55931000000,43.39456000000,-105.55011800000,43.39704200000
WY02,27741.42*A,IBERLIN RANCH NR 3,25,11467111,-104.94119500000,43.19436100000,-104.93485300000,43.18890900000
WY05,27759.01*A,SKYVIEW AIRPARK,25,11467311,-104.57675500000,41.21729600000,-104.59094900000,41.21710800000
WY06,27765.02*A,LUCKINBILL AIRSTRIP,25,11467411,-109.62619000000,44.83839400000,-109.61692800000,44.83816400000
WY09,27779.*A,SHERWIN FIELD NR 1,25,11467611,-104.88183900000,43.50978700000,-104.87460500000,43.50237900000
WY14,27807.*A,IPY RANCH,25,11468011,-104.69360000000,44.63952100000,-104.68355200000,44.63544700000
WY17,27846.03*A,ELLIS RANCH,25,11468211,-106.43018200000,42.02190700000,-106.41875600000,42.02190700000
WY29,27761.*A,VOWERS RANCH,25,11468711,-104.79209500000,41.62024300000,-104.77839500000,41.62415100000
WY34,27843.5*A,BRIDGER CREEK,25,11468811,-107.68994500000,43.34437300000,-107.68410500000,43.33665500000
WY38,27895.61*A,ORCHARD RANCH,25,11468911,-107.41240700000,43.62069200000,-107.40274100000,43.62645000000
WY41,27878.01*A,RED CREEK RANCH,25,11469011,-109.09670600000,41.06678700000,-109.08218200000,41.06654700000
WY42,27847.*A,YU RANCH,25,11469111,-108.74179200000,44.30157800000,-108.73179600000,44.31333400000
WY55,27893.11*A,TAYLOR FIELD,25,11469411,-104.59602100000,44.42155700000,-104.59112100000,44.41563300000
WY59,27902.02*A,TWO BAR RANCH,25,11469511,-105.08509200000,41.93964300000,-105.08486000000,41.92640900000
WY60,27732.01*A,HEINER,25,11469611,-110.90314900000,42.85808300000,-110.89281100000,42.86399100000
WY64,27896.61*A,LONE PINE FLYING RANCH,25,11469811,-110.98166200000,42.96098000000,-110.98375800000,42.95386600000
X52,03539.2*A,NEW HIBISCUS AIRPARK,25,11470011,-80.52705000000,27.62797700000,-80.52805800000,27.63653300000
XA02,24131.23*A,DANZ RANCH,25,11470111,-98.42721500000,30.27870100000,-98.42560700000,30.28169900000
XA05,24867.01*A,FAIRVIEW FIELD,25,11470211,-102.63072400000,34.10176300000,-102.61774200000,34.10033700000
XA16,24658.7*A,TIGHTWAAD AIR RANCH,25,11470411,-97.46877800000,33.49141400000,-97.46233400000,33.49692000000
XA64,23406.1*A,NASH RANCH,25,11470711,-99.38944600000,28.96540400000,-99.38111000000,28.95793000000
XA96,23545.03*A,EN GEDI RANCH,25,11471011,-100.32171500000,35.66119600000,-100.32606300000,35.66380400000
XS20,24385.25*A,DOS ARROYOS RANCH,25,11471111,-99.29635700000,30.14915400000,-99.29929100000,30.15903200000
XS22,24385.5*A,Y O RANCH,25,11471211,-99.67457800000,30.20128800000,-99.67276400000,30.20688800000
XS27,24420.7*A,FARM AIR SERVICE,25,11471311,-94.39635400000,30.03998400000,-94.39569200000,30.03544400000
XS40,24491.2*A,JAY KAY RANCH,25,11471411,-99.00359400000,28.80320400000,-98.99702400000,28.79730400000
XS42,24491.4*A,AGRICULTURAL SUPPLIES,25,11471511,-99.08217100000,28.93180000000,-99.07844900000,28.92702800000
XS44,24153.5*A,RANCHO DEL CIELO,25,11471611,-104.20235800000,31.01558100000,-104.22247400000,31.01497500000
XS59,24605.2*A,MELLON RANCH,25,11471811,-97.21335600000,28.28420000000,-97.20713100000,28.27262700000
XS94,24745.*A,CORRALITOS,25,11471911,-99.42320400000,27.11897800000,-99.42187600000,27.10386000000
Y01,06406.1*A,WAUKON MUNI,25,11472011,-91.47377800000,43.27931100000,-91.46527800000,43.28164100000
Y43,05834.3*A,ANITA MUNI-KEVIN BURKE MEMORIAL FIELD,25,11472111,-94.77379400000,41.43789400000,-94.76560800000,41.44263600000
Y48,05848.*A,BELMOND MUNI,25,11472211,-93.59555000000,42.85717100000,-93.59375800000,42.84832100000
Z47,50056.5*A,BASIN CREEK,25,11473011,-165.30064500000,64.68253000000,-165.29902900000,64.67706000000
Z93,50122.1*A,COPPER CENTER 2,25,11473311,-145.29721000000,61.94383600000,-145.29095200000,61.93854400000
Z95,00655.*A,CIBECUE,25,11473411,-110.45101300000,34.00240200000,-110.43732100000,34.00426400000
18MO,11992.33*A,GIMLIN,25,11478311,-93.17062000000,36.96613700000,-93.17085400000,36.95897100000
